,mean_x,std_x,mad_x,max_x,min_x,energy_x,entropy_x,iqr_x,range_x,skewness_x,kurtosis_x,mean_y,std_y,mad_y,max_y,min_y,energy_y,entropy_y,iqr_y,range_y,skewness_y,kurtosis_y,mean_z,std_z,mad_z,max_z,min_z,energy_z,entropy_z,iqr_z,range_z,skewness_z,kurtosis_z,frame_in,frame_out,timestamp_in,timestamp_out,label
0,0.006843749999999999,0.050951023894888516,0.0335,0.068,-0.114,0.0026428437500000002,-inf,0.08425,0.182,-0.7393923305745812,-0.7162965166097512,0.18087499999999998,0.017823351957474212,0.009499999999999995,0.214,0.162,0.0330334375,3.4609834507001374,0.027249999999999996,0.05199999999999999,0.737077515171905,-0.9523700304595182,-0.040499999999999994,0.05315719612620665,0.054,0.051,-0.103,0.004465937499999999,-inf,0.09425,0.154,0.28880097770760915,-1.388185041812217,1.0,32.0,0.0,1.033,1.0
1,0.01240625,0.12685347338933017,0.069,0.348,-0.166,0.01624571875,-inf,0.11449999999999999,0.514,0.9660511929298018,0.545303868096136,0.18596875,0.014992673992237006,0.009500000000000008,0.214,0.165,0.03480915625,3.4625289272898163,0.01924999999999999,0.04899999999999999,0.57318517908528,-0.8313383011912778,-0.00503125,0.030545544248507014,0.0235,0.051,-0.066,0.00095834375,-inf,0.0425,0.11699999999999999,-0.033182012939697365,-0.7916646823885176,17.0,48.0,0.533,1.567,1.0
2,0.088375,0.14355590156799547,0.10049999999999999,0.348,-0.166,0.0284184375,-inf,0.20049999999999998,0.514,-0.09319137059075897,-0.9133911089292002,0.15868749999999998,0.0206933526464418,0.02049999999999999,0.191,0.129,0.0256099375,3.457222191323729,0.04024999999999998,0.062,0.060020864822837,-1.6132699926229221,-0.011281250000000001,0.02231204043644373,0.0155,0.023,-0.066,0.00062509375,-inf,0.031,0.089,-0.7489871966185256,-0.03345892545764917,33.0,64.0,1.067,2.1,1.0
3,0.088625,0.17555301015647667,0.0895,0.36,-0.421,0.03867325,-inf,0.17525,0.7809999999999999,-1.0817691395029845,1.3454082835715244,0.13537500000000002,0.011868419229198133,0.005500000000000005,0.171,0.108,0.018467249999999998,3.4619228739033754,0.010250000000000009,0.06300000000000001,0.4535099257548294,1.4445283743215915,-0.009625,0.015812870549017973,0.0105,0.014,-0.058,0.0003426875,-inf,0.019000000000000003,0.07200000000000001,-0.8458245476145307,0.9570035665803767,49.0,80.0,1.6,2.633,1.0
4,0.10731249999999999,0.1880374692548004,0.106,0.36,-0.421,0.0468740625,-inf,0.15250000000000002,0.7809999999999999,-1.1166403244531962,0.9497075290976618,0.12128125000000001,0.016161749547542806,0.010999999999999996,0.171,0.098,0.014970343750000002,3.457135709982613,0.023250000000000007,0.07300000000000001,0.9396121050700077,1.0862795159210874,-0.024093750000000004,0.01710146078373131,0.0165,0.011,-0.058,0.0008729687499999999,-inf,0.0325,0.069,0.07112355646521144,-0.9660637909971577,65.0,96.0,2.133,3.167,1.0
5,0.19071875,0.13795452927844556,0.10799999999999998,0.426,-0.162,0.055405093749999995,-inf,0.22324999999999995,0.588,-0.1159971409471592,-0.398705301911475,0.11403125,0.008733857878251742,0.005499999999999991,0.139,0.098,0.013079406250000002,3.46282770193506,0.009249999999999994,0.04100000000000001,0.4610030498984176,0.5176694103034829,-0.034875,0.009174523148371255,0.007999999999999998,-0.011,-0.048,0.0013004375,3.4282852618020003,0.015499999999999996,0.037000000000000005,0.46042688791034775,-0.5272755272448917,81.0,112.0,2.667,3.7,1.0
6,0.21084375,0.16220456015765247,0.1395,0.459,-0.006,0.07076540625,-inf,0.3192499999999999,0.465,0.16541851140955,-1.5763466825111907,0.1115625,0.00940059007456447,0.006999999999999999,0.131,0.091,0.0125345625,3.462169102333531,0.012750000000000011,0.04000000000000001,-0.05807072541957055,-0.457296778055325,-0.02925,0.02951588555337617,0.013,0.021,-0.089,0.0017267499999999998,-inf,0.0315,0.11,-0.08842382347588981,-0.3432529633527026,97.0,128.0,3.2,4.233,1.0
7,0.22071875,0.127133599604658,0.076,0.459,-0.006,0.06487971875000001,-inf,0.14975,0.465,-0.0012628720897750665,-0.6037682639477477,0.1195,0.01698528775146303,0.013000000000000005,0.153,0.091,0.014568750000000002,3.4557351340283966,0.02525000000000001,0.062,0.36028733483965686,-0.7819512568745886,-0.0325,0.029962476533157267,0.008,0.021,-0.089,0.001954,-inf,0.034,0.11,0.21877126818558099,-0.4624617330944547,113.0,144.0,3.733,4.767,1.0
8,0.2034375,0.07944177801226507,0.048,0.334,0.012,0.0476978125,3.3703631539629155,0.08625,0.322,-0.6117291044257563,0.14791441209909273,0.13309375,0.009560201929744997,0.007500000000000007,0.153,0.118,0.01780534375,3.4631732887132767,0.015250000000000014,0.035,0.35479529744620225,-0.8090811281354013,-0.0379375,0.0062596800038021115,0.0045000000000000005,-0.026,-0.048,0.0014784375,3.451952664175504,0.008749999999999994,0.022000000000000002,0.05591778090906386,-1.0013793249301208,129.0,160.0,4.267,5.3,1.0
9,0.10565625000000001,0.1220710882475351,0.09849999999999999,0.334,-0.08,0.02606459375,-inf,0.17775000000000002,0.41400000000000003,0.16945351639147227,-1.147820489431231,0.13337500000000002,0.012628712325490671,0.008500000000000008,0.16,0.115,0.017948375000000003,3.4613073983297444,0.016500000000000015,0.045,0.4949660436260812,-0.4948586307137788,-0.032343750000000004,0.006894786866720392,0.004999999999999999,-0.023,-0.048,0.00109365625,3.4437540192414824,0.008750000000000004,0.025,-0.7151602550994992,-0.18971292586939104,145.0,176.0,4.8,5.833,1.0
10,0.0645625,0.1001373860940558,0.07,0.255,-0.08,0.0141958125,-inf,0.1695,0.335,0.4643292703589186,-0.9387541257045244,0.14871875,0.02160762940346534,0.017,0.186,0.115,0.02258415625,3.455065785135853,0.03375,0.071,-0.09098423123229858,-1.1943107357640952,-0.024593749999999998,0.011274582517215439,0.006500000000000001,-0.003,-0.048,0.00073196875,3.34429155108891,0.0115,0.045,0.1435904795901174,-0.3753667300578791,161.0,192.0,5.333,6.367,1.0
11,0.093,0.0975890618870783,0.0865,0.286,-0.041,0.018172625,-inf,0.1565,0.32699999999999996,0.37133710716684304,-1.0282670595887289,0.1604375,0.013195495206698382,0.009000000000000008,0.186,0.136,0.0259143125,3.4623410707089484,0.016500000000000015,0.04999999999999999,-0.04349302069897807,-0.7934282003429294,-0.02821875,0.014711250743478612,0.013000000000000001,-0.003,-0.056,0.0010127187500000002,3.312431137254354,0.022000000000000002,0.053,-0.025125325876290946,-0.9022332578844678,177.0,208.0,5.867,6.9,1.0
12,0.16790625,0.147177053105902,0.11250000000000002,0.454,-0.041,0.04985359375,-inf,0.24399999999999997,0.495,0.30949180212066635,-1.1789707894490733,0.14775,0.015518134552838495,0.008500000000000008,0.178,0.111,0.022070875,3.460081757813689,0.01849999999999999,0.06699999999999999,-0.5405294892119938,0.08476836484107686,-0.048062499999999994,0.019530324978094964,0.0135,-0.018,-0.095,0.0026914375000000003,3.38604961352926,0.023250000000000007,0.077,-0.7233911686633894,-0.210805944541125,193.0,224.0,6.4,7.433,1.0
13,0.12428125000000002,0.17015934340622468,0.111,0.454,-0.138,0.04440003125,-inf,0.24050000000000002,0.5920000000000001,0.3309709141850772,-0.9277614487744041,0.11599999999999999,0.04329405270935028,0.0155,0.157,0.025,0.015330375000000002,3.3810509119020504,0.05749999999999998,0.132,-0.956658092202069,-0.6221295416800605,-0.04071875,0.023310719603596538,0.012,-0.014,-0.095,0.0022014062500000002,3.31333963241723,0.036500000000000005,0.081,-0.8820033649472598,-0.4580451734534292,209.0,240.0,6.933,7.967,1.0
14,0.068125,0.14018375217905962,0.0995,0.352,-0.138,0.0242925,-inf,0.187,0.49,0.4355143511155163,-0.7650704294685653,0.1015625,0.040827332679835945,0.031499999999999986,0.156,0.025,0.011981812500000001,3.3739776177588174,0.062,0.131,-0.4474113187555208,-1.1004002156906398,-0.02865625,0.010687637060524651,0.006500000000000001,-0.014,-0.053,0.0009354062499999999,3.3984558382594443,0.015000000000000003,0.039,-0.6310337411972465,-0.6585256489098152,225.0,256.0,7.467,8.5,1.0
15,0.14350000000000002,0.12291079082000897,0.08899999999999998,0.352,-0.076,0.0356993125,-inf,0.166,0.428,-0.083642301194802,-0.9770237275198919,0.12946875,0.027757864172833976,0.016000000000000014,0.164,0.043,0.01753265625,3.4393839797061734,0.0305,0.12100000000000001,-1.2703572806345051,1.579036270897233,-0.0325625,0.01099413906361021,0.006999999999999999,-0.01,-0.053,0.0011811875,3.4026860265327104,0.014249999999999999,0.043,0.3910909539894413,-0.6271975571301085,241.0,272.0,8.0,9.033,1.0
16,0.07821875,0.10352256226754387,0.07450000000000001,0.32,-0.053,0.01683509375,-inf,0.14300000000000002,0.373,0.702327339905783,-0.4349452305803543,0.14600000000000002,0.011213830746002901,0.010999999999999982,0.164,0.13,0.02144175,3.4627854637419277,0.02149999999999999,0.034,0.050128029333851035,-1.422119371247663,-0.029625,0.008354452405753474,0.004000000000000002,-0.01,-0.044,0.0009474375,3.4209537840049173,0.006999999999999999,0.033999999999999996,0.6903458303870345,0.16121778348287297,257.0,288.0,8.533,9.567,1.0
17,0.03128125,0.099836189072087,0.053000000000000005,0.308,-0.083,0.01094578125,-inf,0.11225,0.391,1.323885861865523,0.9643735521628711,0.14931250000000001,0.01353106957154533,0.012999999999999984,0.172,0.13,0.0224773125,3.461625579669053,0.024249999999999994,0.04199999999999998,0.04299273154543475,-1.3088659546071602,-0.01653125,0.020290059719909645,0.005499999999999998,0.035,-0.033,0.00068496875,-inf,0.01175,0.068,1.523460071622293,0.785402544182741,273.0,304.0,9.067,10.1,1.0
