,mean_x,std_x,mad_x,max_x,min_x,energy_x,entropy_x,iqr_x,range_x,skewness_x,kurtosis_x,mean_y,std_y,mad_y,max_y,min_y,energy_y,entropy_y,iqr_y,range_y,skewness_y,kurtosis_y,mean_z,std_z,mad_z,max_z,min_z,energy_z,entropy_z,iqr_z,range_z,skewness_z,kurtosis_z,frame_in,frame_out,timestamp_in,timestamp_out,label
10,0.32671875,0.157738754427812,0.1285,0.611,0.105,0.13162665625,3.34592576822018,0.209,0.506,0.294854033429345,-1.07684189204121,0.06559375,0.014289111621704,0.007,0.094,0.044,0.00450671875,3.44292388910382,0.0135,0.05,0.772507653298917,-0.464874552168134,-0.078875,0.026273501384475,0.0175,-0.048,-0.138,0.0069115625,3.41337969149112,0.03325,0.09,-0.870294678834649,-0.237418892800548,161,192,5.333,6.367,1
11,0.250125,0.207606410967966,0.155,0.611,-0.044,0.1056629375,-inf,0.337,0.655,0.427555431742754,-1.22044287807096,0.0648125,0.010516170583915,0.006,0.086,0.049,0.00431125,3.45284408779016,0.01175,0.037,0.562961051282599,-0.575884626539819,-0.07371875,0.029835208201679,0.015,-0.038,-0.138,0.00632459375,3.3890693251875,0.03425,0.1,-0.870927979310129,-0.467696806665791,177,208,5.867,6.9,1
12,0.08653125,0.117821630117044,0.071,0.447,-0.08,0.02136959375,-inf,0.163,0.527,1.01789032510937,0.902129936171969,0.07615625,0.010842939450975,0.007,0.092,0.052,0.00591734375,3.45522026799171,0.01725,0.04,-0.59834669889917,-0.641789633151674,-0.0555625,0.015896024463683,0.0075,-0.035,-0.114,0.003339875,3.42888303290036,0.0155,0.079,-1.66373574664249,3.52968451054969,193,224,6.4,7.433,1
13,0.1336875,0.139910783514889,0.106,0.407,-0.08,0.037447375,-inf,0.20075,0.487,0.496012142115775,-0.832626081121701,0.080625,0.008331979056623,0.0055,0.092,0.055,0.0065698125,3.46015958117486,0.011,0.037,-1.03963553113989,1.01501424830052,-0.06125,0.013896942109687,0.0115,-0.035,-0.087,0.0039446875,3.43998662402199,0.024,0.052,-0.211805343845387,-1.11167970591008,209,240,6.933,7.967,1
14,0.11203125,0.140703696729821,0.094,0.407,-0.089,0.03234853125,-inf,0.1695,0.496,0.682131908834241,-0.470778787137625,0.09271875,0.015829628815531,0.0105,0.123,0.066,0.00884734375,3.4512062993226,0.02125,0.057,0.240049182987691,-0.778510316003391,-0.0573125,0.012620512816443,0.0065,-0.041,-0.087,0.003444,3.44257351744965,0.012,0.046,-0.863654114204378,-0.260763625058784,225,256,7.467,8.5,1
15,-0.02065625,0.088658970701997,0.0615,0.205,-0.165,0.00828709375,-inf,0.12075,0.37,0.611300567850387,-0.13317320935051,0.1131875,0.013482482848126,0.0095,0.139,0.084,0.0129931875,3.45862190724121,0.02025,0.055,0.077701314510405,-0.576751877958698,-0.0435,0.00953611556138,0.0075,-0.027,-0.063,0.0019831875,3.44103324888087,0.01575,0.036,0.134377912130039,-0.85697381939278,241,272,8,9.033,1
16,-0.03134375,0.069563644139288,0.054,0.097,-0.165,0.00582153125,-inf,0.09425,0.262,0.001104771860886,-0.83487842487666,0.12165625,0.009060937365279,0.0055,0.139,0.107,0.01488234375,3.46297027725033,0.014,0.032,0.193808302142481,-0.89717377926699,-0.0384375,0.007202158964505,0.0055,-0.027,-0.053,0.0015293125,3.44829498069791,0.0095,0.026,-0.31357871917961,-0.651668067141657,257,288,8.533,9.567,1
17,-0.01303125,0.061394973519316,0.0465,0.097,-0.144,0.00393915625,-inf,0.091,0.241,-0.148341913898974,-0.703270432456135,0.11390625,0.011094366180071,0.008,0.136,0.092,0.01309771875,3.46096389318131,0.0165,0.044,-0.079208238610869,-0.823655584412713,-0.0428125,0.006181815570688,0.004,-0.029,-0.057,0.001871125,3.45524698240189,0.00825,0.028,-0.08387734210128,-0.139398388765121,273,304,9.067,10.1,1
18,-0.0365625,0.058988313196344,0.048,0.067,-0.144,0.0048164375,-inf,0.096,0.211,0.029391088707709,-1.11057709744679,0.09375,0.016141948457358,0.013,0.121,0.064,0.009049625,3.45051709007983,0.02525,0.057,-0.28232081000501,-1.04125488239419,-0.04225,0.006067330549756,0.004,-0.032,-0.057,0.001821875,3.4555924625999,0.00775,0.025,-0.513759334919552,-0.37959650756224,289,320,9.6,10.633,1
19,-0.09196875,0.129367085355733,0.06,0.095,-0.365,0.02519409375,-inf,0.108,0.46,-0.885131511638415,-0.202694201443987,0.08590625,0.010480217599721,0.006,0.111,0.064,0.00748971875,3.4581731966167,0.01325,0.047,-0.21301629696771,-0.002159784199547,-0.0415625,0.006174228190632,0.0035,-0.032,-0.055,0.0017655625,3.45499077745996,0.00875,0.023,-0.690641662005938,-0.611013466346514,305,336,10.133,11.167,1
20,-0.10590625,0.141045506702403,0.105,0.105,-0.365,0.03110996875,-inf,0.18775,0.47,-0.413533945461182,-0.91122487178669,0.08946875,0.006062097280439,0.0025,0.099,0.07,0.00804140625,3.46334548269224,0.00525,0.029,-1.609800029864,2.79827680650509,-0.044,0.00585234995536,0.005,-0.035,-0.055,0.00197025,3.45688144668374,0.01,0.02,-0.091671953054282,-1.26884756779796,321,352,10.667,11.7,1
21,0.03084375,0.170402301439674,0.0945,0.374,-0.296,0.02998828125,-inf,0.18775,0.67,0.494892474444178,-0.427722508700004,0.08634375,0.007622374035529,0.007,0.099,0.07,0.00751334375,3.46180094508654,0.013,0.029,-0.244686858342098,-1.061645253975,-0.047,0.008011710179481,0.0065,-0.035,-0.062,0.0022731875,3.45121775310776,0.01175,0.027,-0.184491387682746,-0.934498814387393,337,368,11.2,12.233,1
22,0.15946875,0.158270730153865,0.144,0.417,-0.066,0.05047990625,-inf,0.289,0.483,0.081184441137636,-1.35548627701302,0.08253125,0.005373455446684,0.0035,0.096,0.072,0.00684028125,3.46364516722292,0.00625,0.024,0.724611451116814,0.176950058134312,-0.0465,0.010274361294017,0.0075,-0.023,-0.062,0.0022678125,3.43971648123188,0.01475,0.039,0.537387602908846,-0.465989839174599,353,384,11.733,12.767,1
23,0.18678125,0.14672055376953,0.129,0.417,-0.051,0.05641415625,-inf,0.25475,0.468,-0.075435985499098,-1.29835698567175,0.08071875,0.004611360801054,0.003,0.089,0.071,0.00653678125,3.46409733665793,0.007,0.018,-0.150465134706356,-0.747004625376166,-0.04565625,0.012827239996878,0.009,-0.023,-0.073,0.00224903125,3.42542131969653,0.01725,0.05,-0.103882752147706,-0.724884381405823,369,400,12.267,13.3,1
24,0.16771875,0.126246097557261,0.1145,0.38,-0.048,0.04406765625,-inf,0.225,0.428,0.04106135163105,-1.32546199639635,0.0808125,0.005637139678064,0.005,0.093,0.071,0.0065624375,3.46331154486474,0.00725,0.022,0.226472922246888,-0.814135676803054,-0.05146875,0.014889141124911,0.012,-0.025,-0.078,0.00287071875,3.42358189342997,0.0245,0.053,-0.204063411966214,-1.08706958795209,385,416,12.8,13.833,1
25,0.144125,0.113308966436906,0.096,0.342,-0.018,0.0336109375,-inf,0.22,0.36,0.255800574715023,-1.42914032433868,0.06884375,0.015662673333039,0.0125,0.093,0.04,0.00498478125,3.43871712137251,0.022,0.053,-0.333853445447691,-1.11822946268473,-0.0528125,0.013886678643578,0.013,-0.034,-0.078,0.002982,3.43148267457456,0.025,0.044,-0.316587602231617,-1.26573979808185,401,432,13.333,14.367,1
26,0.13046875,0.123057909227475,0.0895,0.342,-0.021,0.03216534375,-inf,0.2275,0.363,0.355423037639726,-1.40972762444005,0.0566875,0.008232699663537,0.0045,0.079,0.04,0.00328125,3.45518347344972,0.00925,0.039,0.223250707629933,0.41103224765582,-0.05221875,0.009882858819061,0.0065,-0.034,-0.072,0.00282446875,3.447708781027,0.01325,0.038,-0.097757083731485,-0.900399550075988,417,448,13.867,14.9,1
27,0.12159375,0.125456132615897,0.0975,0.322,-0.046,0.03052428125,-inf,0.22625,0.368,0.306637124085546,-1.40071355499418,0.05453125,0.005766196618006,0.004,0.065,0.041,0.00300690625,3.4600091105278,0.00725,0.024,-0.53552887687147,-0.308043214031576,-0.0569375,0.010629962076602,0.0055,-0.039,-0.08,0.003354875,3.44889784942907,0.0145,0.041,-0.757194280466782,-0.428812252002961,433,464,14.4,15.433,1
28,0.13003125,0.134484544738187,0.117,0.339,-0.05,0.03499421875,-inf,0.27125,0.389,0.176791706771043,-1.46340095616265,0.06071875,0.015949597124614,0.0055,0.103,0.041,0.00394115625,3.43462129426672,0.00925,0.062,1.57805495810538,1.66381060044752,-0.0591875,0.014436147122761,0.0115,-0.035,-0.083,0.0037115625,3.4356318703876,0.02475,0.048,-0.080879978251085,-1.20579733531673,449,480,14.933,15.967,1
29,0.12778125,0.136169869642434,0.1185,0.35,-0.05,0.03487028125,-inf,0.25375,0.4,0.269022809718029,-1.4647646050606,0.074625,0.016814707104199,0.01,0.11,0.052,0.005851625,3.4412779884674,0.02175,0.058,0.704932465598256,-0.772864232179782,-0.0550625,0.014411231513996,0.0125,-0.031,-0.083,0.0032395625,3.43117018114249,0.02125,0.052,-0.175639236782556,-0.866444630429986,465,496,15.467,16.5,1
30,0.14075,0.105270188087606,0.0945,0.35,-0.032,0.030892375,-inf,0.17625,0.382,0.079362608189201,-0.947683149009789,0.071625,0.013042598475764,0.004,0.11,0.059,0.00530025,3.45050541765149,0.0115,0.051,1.69501489856593,1.93674117616418,-0.0541875,0.008889732490351,0.004,-0.031,-0.071,0.0030153125,3.45151359032404,0.008,0.04,0.627493846461369,1.0880431994107,481,512,16,17.033,1
31,0.14953125,0.072414166593544,0.0575,0.287,0.046,0.02760340625,3.34856076018242,0.119,0.241,0.433052917710467,-1.08294541757826,0.08028125,0.02099737241746,0.007,0.124,0.059,0.00688596875,3.4331800652132,0.032,0.065,0.776457155346584,-0.936198897560302,-0.05803125,0.006866969741997,0.004,-0.046,-0.077,0.00341478125,3.45889681292659,0.00825,0.031,-0.758878668469337,0.2088052914612,497,528,16.533,17.567,1
32,0.1630625,0.092104199653165,0.0685,0.366,0.046,0.0350725625,3.31139251567387,0.13725,0.32,0.693268099341013,-0.603830005497221,0.0865,0.017237314175938,0.011,0.124,0.063,0.007779375,3.44650983109051,0.0215,0.061,0.6822159628609,-0.668972159750691,-0.06490625,0.008589089645446,0.007,-0.05,-0.077,0.00428659375,3.45685633698727,0.01475,0.027,0.210935679756197,-1.42322645587059,513,544,17.067,18.1,1
33,0.167125,0.088517212309245,0.0665,0.366,0.043,0.0357660625,3.32899228751811,0.13275,0.323,0.677605575295136,-0.456556321369421,0.07359375,0.007781626496916,0.0045,0.087,0.056,0.00547659375,3.46004831642862,0.00725,0.031,-0.333934090297356,-0.163318484274985,-0.0658125,0.007931099781871,0.006,-0.053,-0.077,0.0043941875,3.45836424380916,0.015,0.024,0.284606486033196,-1.52685412657569,529,560,17.6,18.633,1
34,-0.3625,0.032289704241445,0.0315,-0.307,-0.41,0.132448875,3.46174988297633,0.06275,0.103,0.085429156481361,-1.35898943718692,0.25071875,0.028682784879392,0.018,0.292,0.193,0.06368259375,3.45900736394136,0.04125,0.099,-0.597048754763342,-0.727862246627683,0.045375,0.058643387308374,0.0275,0.113,-0.063,0.0054979375,-inf,0.09,0.176,-0.786314312373339,-0.93972257521493,1,32,0,1.033,0
35,-0.341125,0.019648075605514,0.019,-0.307,-0.369,0.1167523125,3.46407060839421,0.03825,0.062,0.157548742642525,-1.37198506832779,0.279625,0.012040945768502,0.0095,0.303,0.254,0.078335125,3.46480499631756,0.0135,0.049,-0.228212844179405,-0.443775105229282,0.08778125,0.014229666139355,0.008,0.113,0.054,0.00790803125,3.45195100596717,0.01525,0.059,-0.615836189868665,0.070661717740833,17,48,0.533,1.567,0
36,-0.259625,0.124043528146373,0.042,0.057,-0.369,0.0827919375,-inf,0.147,0.426,1.21292225683293,0.172751804427819,0.27515625,0.023246114426663,0.0105,0.303,0.213,0.07625134375,3.46204009201448,0.02775,0.09,-1.11060325686795,0.254284918517004,0.09825,0.025787593916455,0.015,0.136,0.03,0.0103180625,3.42798057108659,0.0325,0.106,-0.48407774018825,0.154443748586692,33,64,1.067,2.1,0
37,-0.0055625,0.19272631785449,0.1085,0.187,-0.351,0.037174375,-inf,0.36175,0.538,-0.510793226277739,-1.34286558722319,0.21603125,0.053485678208634,0.0515,0.299,0.15,0.04953021875,3.4350935799742,0.1,0.149,0.186934313429529,-1.46762571386734,0.04209375,0.067638450314429,0.049,0.136,-0.033,0.00634684375,-inf,0.14275,0.169,0.266200137545056,-1.69172183354601,49,80,1.6,2.633,0
38,0.14278125,0.028638625987249,0.0245,0.187,0.091,0.02120665625,3.4453616622677,0.04825,0.096,0.004059054227075,-1.16512609102182,0.1735625,0.014809071333139,0.004,0.211,0.15,0.03034325,3.46210483305398,0.01875,0.061,0.209237129311659,-0.018230877380313,-0.01434375,0.009923486581716,0.0055,0.01,-0.033,0.00030421875,-inf,0.01475,0.043,-0.018611634633371,-0.521755584028751,65,96,2.133,3.167,0
39,0.0965,0.028074677202062,0.0275,0.142,0.051,0.0101004375,3.42217649590444,0.04825,0.091,-0.036727888795061,-1.35539820241313,0.175625,0.003879030162296,0.003,0.182,0.168,0.0308591875,3.46549209230512,0.00725,0.014,0.07890497200312,-1.27245788893095,-0.009,0.003344772040065,0.001,-0.003,-0.017,9.21875E-05,3.39949595442899,0.003,0.014,-0.881889897146417,0.499016884616585,81,112,2.667,3.7,0
40,0.0550625,0.020910430262192,0.0165,0.09,0.011,0.003469125,3.38761200470853,0.036,0.079,-0.093245763789313,-0.853101859432237,0.1706875,0.002142392062625,0.002,0.174,0.167,0.0291388125,3.46565714383292,0.00325,0.007,0.046627141112018,-1.2229403349932,-0.00275,0.008660254037844,0.006,0.02,-0.017,8.25625E-05,-inf,0.01025,0.037,0.502655578113218,0.00496875,97,128,3.2,4.233,0
41,0.01553125,0.025220260177831,0.0215,0.059,-0.016,0.00087728125,-inf,0.0475,0.075,0.244864862431165,-1.50138795218014,0.16540625,0.004992866004361,0.0025,0.173,0.155,0.02738415625,3.46527652611013,0.007,0.018,-0.791223228517445,-0.631653865669061,0.02915625,0.027154775564116,0.022,0.068,-0.001,0.00158746875,-inf,0.05725,0.069,0.280081378977132,-1.62365754785469,113,144,3.733,4.767,0
42,-0.01809375,0.015025726635924,0.007,0.006,-0.048,0.00055315625,-inf,0.01675,0.054,-0.680704702964174,-0.495072751850269,0.16121875,0.004044551697964,0.0025,0.17,0.155,0.02600784375,3.46542248589292,0.00525,0.015,0.512535663097658,-0.5965348237447,0.06775,0.018976959714348,0.0085,0.107,0.026,0.0049501875,3.42326919938317,0.01725,0.081,-0.337621000852648,0.094958248400242,129,160,4.267,5.3,0
43,-0.08596875,0.078991884225137,0.034,-0.01,-0.287,0.01363034375,3.09164612146858,0.084,0.277,-1.2461730328055,0.426591085536158,0.1930625,0.044194129629963,0.0125,0.286,0.157,0.03922625,3.44119508749315,0.055,0.129,1.06780558926275,-0.455201632924713,0.2009375,0.157989109098539,0.044,0.572,0.069,0.0653364375,3.19013856014435,0.221,0.503,1.044845673496,-0.328221641055084,145,176,4.8,5.833,0
44,-0.277625,0.149831937099538,0.138,-0.052,-0.506,0.09952525,3.30195867220127,0.30425,0.454,0.122691439169135,-1.48034682750368,0.23078125,0.033319227158467,0.025,0.286,0.172,0.05437015625,3.45518249232086,0.04275,0.114,-0.105000468062435,-0.923960167635816,0.5408125,0.247517731372421,0.209,0.819,0.125,0.3537431875,3.34602779239127,0.4795,0.694,-0.365022986148743,-1.38835463945085,161,192,5.333,6.367,0
45,-0.474375,0.074158508446435,0.038,-0.314,-0.555,0.230531125,3.45295483733048,0.12,0.241,0.685765134684847,-0.864414395046799,0.27790625,0.048896165094387,0.0435,0.352,0.215,0.07962271875,3.45037530556673,0.08925,0.137,0.263650045710931,-1.419687487358,0.80778125,0.065729433273363,0.034,0.876,0.612,0.65683090625,3.46228044111705,0.0635,0.264,-1.4076481472476,1.43257083883172,177,208,5.867,6.9,0
46,-0.5526875,0.019000719558743,0.015,-0.517,-0.578,0.3058245,3.46514156719505,0.02925,0.061,0.463855133394869,-0.94764944429164,0.32284375,0.022796805388859,0.013,0.352,0.257,0.10474778125,3.46317105646652,0.023,0.095,-1.0620960633163,1.12116357879148,0.87865625,0.02833902937536,0.028,0.915,0.823,0.77283990625,3.46521299709969,0.045,0.092,-0.465552121877165,-0.999773679713123,193,224,6.4,7.433,0
47,-0.5738125,0.008036780683209,0.004,-0.555,-0.591,0.329325375,3.46563763769134,0.008,0.036,0.375363552125711,0.13586755019933,0.3191875,0.009738575036934,0.005,0.346,0.304,0.1019755,3.4652747571595,0.0095,0.042,0.96722468924264,0.994606151529967,0.91328125,0.012362327792026,0.0085,0.929,0.881,0.83423546875,3.46564391335841,0.01625,0.048,-0.887267517545505,0.081983078543965,209,240,6.933,7.967,0
48,-0.58415625,0.006369406246857,0.003,-0.573,-0.592,0.34127909375,3.46567633732049,0.01125,0.019,0.551907956768433,-1.32351115315563,0.30590625,0.008614520354465,0.0065,0.319,0.289,0.09365284375,3.46533772209698,0.01175,0.03,-0.416535060826663,-0.762019421545217,0.922875,0.00273575857853,0.002,0.929,0.917,0.85170575,3.46573150924013,0.00425,0.012,0.057805525554384,-0.565156183942709,225,256,7.467,8.5,0
49,-0.592625,0.004421184795957,0.0015,-0.588,-0.604,0.3512239375,3.46570813438132,0.008,0.016,-0.875580482644865,-0.403878336179965,0.29040625,0.010635610510803,0.009,0.309,0.273,0.08444890625,3.46506747521267,0.01825,0.036,0.301505188653337,-1.20503629578206,0.921125,0.002381569860407,0.0015,0.926,0.918,0.8484769375,3.46573256215448,0.004,0.008,0.615088416011274,-0.672495048152377,241,272,8,9.033,0
50,-0.601375,0.007087621251167,0.005,-0.589,-0.615,0.361702125,3.46566652279808,0.01,0.026,-0.27506174045246,-0.646488055358704,0.27084375,0.011399312959012,0.011,0.288,0.254,0.07348628125,3.46484908509358,0.02325,0.034,-0.059359983401856,-1.57386162125017,0.92671875,0.007496809217094,0.0055,0.94,0.918,0.85886384375,3.46570320934533,0.01425,0.022,0.318863828235153,-1.43989695189571,257,288,8.533,9.567,0
51,-0.61034375,0.005318654523232,0.0035,-0.599,-0.619,0.37254778125,3.46569787735595,0.008,0.02,0.505926569652436,-0.831522409469475,0.2466875,0.016138923252497,0.0105,0.27,0.221,0.0611151875,3.46357417041244,0.027,0.049,-0.404971270369107,-1.23486749891206,0.939,0.006860211367006,0.006,0.949,0.923,0.8817680625,3.46570919953977,0.01125,0.026,-0.228815269903666,-0.797706914705052,273,304,9.067,10.1,0
52,-0.6240625,0.012229415102531,0.007,-0.61,-0.647,0.3896035625,3.46554469404363,0.021,0.037,-0.658528276512131,-1.00927576044191,0.2268125,0.011665755172727,0.0055,0.251,0.207,0.05158,3.46441909135848,0.01025,0.044,0.327064524017957,-0.337504619266856,0.95009375,0.008032587437277,0.004,0.965,0.938,0.90274265625,3.46570022465353,0.008,0.027,0.618164035760598,-0.767047942606341,289,320,9.6,10.633,0
53,-0.6441875,0.01231725796393,0.0095,-0.621,-0.662,0.41512925,3.46555248292339,0.01825,0.041,0.513239478682585,-0.954201768537309,0.22228125,0.006852163777779,0.0045,0.231,0.207,0.04945590625,3.46525587022033,0.0075,0.024,-0.956898004475597,-0.137868949413003,0.95946875,0.006499924879374,0.001,0.965,0.945,0.92062253125,3.46571289613695,0.007,0.02,-1.14358789122062,-0.443075481701998,305,336,10.133,11.167,0
54,-0.65796875,0.005034160648758,0.0015,-0.648,-0.663,0.43294821875,3.46570656645632,0.00725,0.015,0.88840881219524,-0.774015293724419,0.2253125,0.003404385957849,0.002,0.23,0.216,0.0507773125,3.46562132635002,0.00525,0.014,-0.719682158401303,-0.195172171950102,0.962875,0.000992156741649,0.001,0.965,0.961,0.92712925,3.46573537190229,0.002,0.004,-0.131987593749128,-0.582010582010604,321,352,10.667,11.7,0
55,-0.6613125,0.00137925478067,0.0005,-0.659,-0.664,0.437336125,3.46573372764766,0.00125,0.005,0.143479855919823,-0.55551104908317,0.22071875,0.007063260467907,0.0055,0.23,0.208,0.04876665625,3.4652215114983,0.0145,0.022,-0.403791831571475,-1.33196186650414,0.9604375,0.002235194342781,0.002,0.964,0.957,0.9224451875,3.46573319463682,0.00425,0.007,-0.035023270228657,-1.41862564882528,337,368,11.2,12.233,0
56,-0.66559375,0.005770936746968,0.004,-0.659,-0.677,0.44304834375,3.46569837647155,0.0095,0.018,-0.572337942182268,-0.991039690370714,0.2144375,0.00466327071378,0.004,0.222,0.207,0.0460051875,3.46549954351409,0.0075,0.015,0.075186549128425,-1.25603329352778,0.956375,0.002459039446613,0.002,0.961,0.952,0.9146591875,3.46573259678792,0.004,0.009,-0.158409367632335,-1.17176451735673,353,384,11.733,12.767,0
57,-0.672125,0.003919103851648,0.003,-0.664,-0.678,0.451767375,3.46571888467381,0.005,0.014,0.54841310043313,-0.728202432191587,0.209875,0.008528445051708,0.005,0.22,0.19,0.04412025,3.46490078060771,0.011,0.03,-0.797438801040967,-0.596638842772111,0.95453125,0.002999837235168,0.002,0.962,0.95,0.91113890625,3.4657309694336,0.004,0.012,0.976144930303327,0.637713063669539,369,400,12.267,13.3,0
58,-0.6734375,0.004167864411182,0.002,-0.66,-0.678,0.4535354375,3.4657166967287,0.0055,0.018,1.36664784680537,1.74136926585403,0.20125,0.00951314879522,0.008,0.218,0.188,0.0405920625,3.46462353872242,0.01575,0.03,0.318892008563569,-1.19584881795427,0.95784375,0.004724334443866,0.0035,0.964,0.95,0.91748696875,3.46572373230055,0.0085,0.014,-0.34143947507403,-1.45088280050759,385,416,12.8,13.833,0
59,-0.6498125,0.029249399032288,0.015,-0.593,-0.678,0.4231118125,3.46470876057182,0.03675,0.085,0.872769359118018,-0.666049378614307,0.1699375,0.034135701160955,0.0165,0.209,0.11,0.030044,3.44459082256474,0.06275,0.099,-0.533220498208169,-1.41308432781799,0.877125,0.116069146955597,0.0125,0.964,0.597,0.7828203125,3.45646269658699,0.15675,0.367,-1.11976880145494,-0.201298284342374,401,432,13.333,14.367,0
60,-0.6105625,0.025883075430675,0.011,-0.558,-0.661,0.3734565,3.46484176401558,0.03875,0.103,-0.394234114756884,-0.765444617552197,0.160875,0.028605888816815,0.017,0.201,0.11,0.0266990625,3.44941405983625,0.051,0.091,-0.388319451757503,-1.39305503150037,0.57365625,0.24713023001231,0.2315,0.951,0.186,0.39015484375,3.36762130321658,0.4475,0.765,0.008322135911236,-1.38137729868279,417,448,13.867,14.9,0
61,-0.52471875,0.081298152798434,0.0525,-0.375,-0.619,0.28193915625,3.45328838290513,0.145,0.244,0.56012074777415,-1.20764629035957,0.220375,0.046821970003408,0.031,0.289,0.144,0.0507574375,3.44328650037465,0.08975,0.145,0.230777190856988,-1.53050453000405,0.2026875,0.177249548218747,0.146,0.566,-0.043,0.072499625,-inf,0.28775,0.609,0.392461532787048,-0.992351253515742,433,464,14.4,15.433,0
