mean_x,std_x,mad_x,max_x,min_x,energy_x,entropy_x,iqr_x,range_x,skewness_x,kurtosis_x,mean_y,std_y,mad_y,max_y,min_y,energy_y,entropy_y,iqr_y,range_y,skewness_y,kurtosis_y,mean_z,std_z,mad_z,max_z,min_z,energy_z,entropy_z,iqr_z,range_z,skewness_z,kurtosis_z,frame_in,frame_out,timestamp_in,timestamp_out,label
0.1033125,0.0902217537168836,0.066,0.273,-0.06,0.018813437500000002,3.282907485665891,0.131,0.333,0.03051888528302635,-0.804956831545371,0.0849375,0.013654068761728132,0.010000000000000002,0.112,0.059,0.007400812499999999,3.3040993592073837,0.018000000000000002,0.053000000000000005,0.09863442836776726,-0.6210386447098104,-0.09575,0.013155322116922868,0.008999999999999994,-0.075,-0.119,0.009341124999999999,3.2562588246062845,0.01899999999999999,0.044,-0.3133657110229702,-0.9413734399619371,1.0,32.0,0.0,1.033,1.0
0.15000000000000002,0.06539734321820727,0.06199999999999999,0.273,0.049,0.026776812500000004,3.2306019503767587,0.1255,0.22400000000000003,0.21472534943948235,-1.2306822965163315,0.07684374999999999,0.010550797881558532,0.0085,0.095,0.057,0.00601628125,3.292916828772306,0.016499999999999987,0.038,-0.1942060273288328,-0.9013889823929953,-0.08224999999999999,0.007778174593052023,0.0040000000000000036,-0.067,-0.103,0.0068255625,3.3760734392163068,0.008250000000000007,0.03599999999999999,-0.612509334736491,0.2895667560275954,17.0,48.0,0.533,1.567,1.0
0.13953125,0.06610927713594741,0.05449999999999999,0.254,0.001,0.02383940625,3.3263928630500565,0.105,0.253,-0.22098491878723284,-0.7742267465896724,0.08690624999999999,0.018004095671193817,0.014000000000000012,0.126,0.057,0.007876843750000001,3.263227277209973,0.02700000000000001,0.069,0.28811750561718125,-0.7939670885802275,-0.0755625,0.005436781561733008,0.0040000000000000036,-0.063,-0.088,0.00573925,3.354939532884553,0.0072500000000000064,0.024999999999999994,0.06881055723208214,-0.11098174487725698,33.0,64.0,1.067,2.1,1.0
0.18571875,0.0936503585067217,0.066,0.379,0.001,0.04326184375,3.316339245402501,0.123,0.378,0.2004183420500646,-0.30420145873793647,0.09646874999999999,0.013831540891654118,0.010499999999999995,0.126,0.069,0.00949753125,3.317140265047798,0.01949999999999999,0.056999999999999995,0.04401098369635928,-0.6031648125170088,-0.06278125000000001,0.012053874830837592,0.008999999999999994,-0.04,-0.079,0.004086781249999999,3.1686332122097287,0.016249999999999994,0.039,0.4970272346833343,-0.9839463510511828,49.0,80.0,1.6,2.633,1.0
0.2504375,0.0879171973720159,0.0855,0.396,0.096,0.07044837500000001,3.2821659352454633,0.15275,0.30000000000000004,0.10702682997400355,-1.2302242967458532,0.0765625,0.01924177990077841,0.018000000000000002,0.117,0.051,0.0062320625,3.145511055207112,0.0305,0.066,0.38474974121903305,-1.0093134867029354,-0.061375,0.011307491985405075,0.006500000000000002,-0.04,-0.078,0.0038947499999999998,3.2045252002079994,0.013500000000000005,0.038,0.3655197221186105,-0.8383064181861308,65.0,96.0,2.133,3.167,1.0
0.23459375,0.09195170586203119,0.08050000000000002,0.396,0.086,0.06348934375000001,3.2400927789019796,0.16999999999999998,0.31000000000000005,0.0878201952819186,-1.1842494447949292,0.0626875,0.007277694947577839,0.005500000000000001,0.077,0.051,0.0039826875,3.2428199377161637,0.012250000000000004,0.026000000000000002,0.2530990466744319,-1.0257391546156371,-0.07115625,0.007361680238743055,0.0059999999999999915,-0.058,-0.085,0.0051174062499999996,3.2993507914391653,0.010499999999999995,0.027000000000000003,-0.014252859379904526,-1.001685898427555,81.0,112.0,2.667,3.7,1.0
0.19374999999999998,0.08293031713432669,0.08299999999999999,0.345,0.066,0.0444165,3.227128585451693,0.16050000000000003,0.27899999999999997,0.19479075413728913,-1.1947299356997902,0.068625,0.011679977525663309,0.007500000000000007,0.094,0.049,0.004845812499999999,3.2674172602455505,0.013249999999999998,0.045,0.4199513503715288,-0.3522859612326914,-0.069625,0.006945097191544551,0.003500000000000003,-0.058,-0.085,0.004895875000000001,3.331973851313629,0.0072499999999999926,0.027000000000000003,-0.5914429492495705,-0.30245963904558515,97.0,128.0,3.2,4.233,1.0
0.2070625,0.10913808269229398,0.094,0.429,0.066,0.054786,3.1332639197102035,0.1755,0.363,0.4450939151475087,-0.9904068860028881,0.06046875,0.015931463317520458,0.009500000000000001,0.094,0.036,0.00391028125,3.2507012636104724,0.022249999999999992,0.058,0.6858247253473225,-0.6442106659558093,-0.06815625,0.007391335193150152,0.0025000000000000022,-0.056,-0.09,0.00469990625,3.3855088083222706,0.005250000000000005,0.033999999999999996,-1.2589239176115763,1.656111601325338,113.0,144.0,3.733,4.767,1.0
0.2258125,0.11810017927060906,0.10700000000000001,0.429,0.042,0.06493893749999999,3.2236734893160595,0.22899999999999998,0.387,0.0721753430350624,-1.3229280054971413,0.05571875,0.010794195126895752,0.0085,0.076,0.036,0.00322109375,3.29086352780978,0.01625,0.04,0.02369457102739004,-0.9981409962955228,-0.06443750000000001,0.009993552609057502,0.004500000000000004,-0.048,-0.09,0.0042520625,3.3661367059737652,0.009500000000000008,0.041999999999999996,-0.6494032264885831,0.3587608484481386,129.0,160.0,4.267,5.3,1.0
0.23925,0.10515019020429776,0.09750000000000003,0.404,0.042,0.068297125,3.2936587638194057,0.17100000000000007,0.36200000000000004,-0.15807967516492666,-1.1765758755816826,0.0675,0.014764823060233401,0.006499999999999999,0.094,0.038,0.00477425,3.319658200275521,0.014499999999999999,0.056,0.11656377939380665,-0.4354918041410656,-0.06203125,0.012600804475806296,0.008000000000000007,-0.048,-0.092,0.004006656250000001,3.345731110678879,0.01575,0.044,-0.903667261277302,-0.16351587483746188,145.0,176.0,4.8,5.833,1.0
