mean_x,std_x,mad_x,max_x,min_x,energy_x,entropy_x,iqr_x,range_x,skewness_x,kurtosis_x,mean_y,std_y,mad_y,max_y,min_y,energy_y,entropy_y,iqr_y,range_y,skewness_y,kurtosis_y,mean_z,std_z,mad_z,max_z,min_z,energy_z,entropy_z,iqr_z,range_z,skewness_z,kurtosis_z,frame_in,frame_out,timestamp_in,timestamp_out,label
0.006843749999999999,0.050951023894888516,0.0335,0.068,-0.114,0.0026428437500000002,3.3520322737258708,0.08425,0.182,-0.7393923305745812,-0.7162965166097512,0.18087499999999998,0.017823351957474212,0.009499999999999995,0.214,0.162,0.0330334375,3.007217983252649,0.027249999999999996,0.05199999999999999,0.737077515171905,-0.9523700304595182,-0.040499999999999994,0.05315719612620665,0.054,0.051,-0.103,0.004465937499999999,3.036941916206869,0.09425,0.154,0.28880097770760915,-1.388185041812217,1.0,32.0,0.0,1.033,1.0
0.01240625,0.12685347338933017,0.069,0.348,-0.166,0.01624571875,3.2071311527491315,0.11449999999999999,0.514,0.9660511929298018,0.545303868096136,0.18596875,0.014992673992237006,0.009500000000000008,0.214,0.165,0.03480915625,3.1916809281080756,0.01924999999999999,0.04899999999999999,0.57318517908528,-0.8313383011912778,-0.00503125,0.030545544248507014,0.0235,0.051,-0.066,0.00095834375,3.315804790067001,0.0425,0.11699999999999999,-0.033182012939697365,-0.7916646823885176,17.0,48.0,0.533,1.567,1.0
0.088375,0.14355590156799547,0.10049999999999999,0.348,-0.166,0.0284184375,3.266967163134014,0.20049999999999998,0.514,-0.09319137059075897,-0.9133911089292002,0.15868749999999998,0.0206933526464418,0.02049999999999999,0.191,0.129,0.0256099375,3.183770822905963,0.04024999999999998,0.062,0.060020864822837,-1.6132699926229221,-0.011281250000000001,0.02231204043644373,0.0155,0.023,-0.066,0.00062509375,3.3543163875782604,0.031,0.089,-0.7489871966185256,-0.03345892545764917,33.0,64.0,1.067,2.1,1.0
0.088625,0.17555301015647667,0.0895,0.36,-0.421,0.03867325,3.3839079477509255,0.17525,0.7809999999999999,-1.0817691395029845,1.3454082835715244,0.13537500000000002,0.011868419229198133,0.005500000000000005,0.171,0.108,0.018467249999999998,3.3591962293723485,0.010250000000000009,0.06300000000000001,0.4535099257548294,1.4445283743215915,-0.009625,0.015812870549017973,0.0105,0.014,-0.058,0.0003426875,3.39555030989379,0.019000000000000003,0.07200000000000001,-0.8458245476145307,0.9570035665803767,49.0,80.0,1.6,2.633,1.0
0.10731249999999999,0.1880374692548004,0.106,0.36,-0.421,0.0468740625,3.378468638908397,0.15250000000000002,0.7809999999999999,-1.1166403244531962,0.9497075290976618,0.12128125000000001,0.016161749547542806,0.010999999999999996,0.171,0.098,0.014970343750000002,3.214208650790104,0.023250000000000007,0.07300000000000001,0.9396121050700077,1.0862795159210874,-0.024093750000000004,0.01710146078373131,0.0165,0.011,-0.058,0.0008729687499999999,3.3216261356002086,0.0325,0.069,0.07112355646521144,-0.9660637909971577,65.0,96.0,2.133,3.167,1.0
0.19071875,0.13795452927844556,0.10799999999999998,0.426,-0.162,0.055405093749999995,3.3755202275309903,0.22324999999999995,0.588,-0.1159971409471592,-0.398705301911475,0.11403125,0.008733857878251742,0.005499999999999991,0.139,0.098,0.013079406250000002,3.294634863831655,0.009249999999999994,0.04100000000000001,0.4610030498984176,0.5176694103034829,-0.034875,0.009174523148371255,0.007999999999999998,-0.011,-0.048,0.0013004375,3.1976937533066305,0.015499999999999996,0.037000000000000005,0.46042688791034775,-0.5272755272448917,81.0,112.0,2.667,3.7,1.0
0.21084375,0.16220456015765247,0.1395,0.459,-0.006,0.07076540625,3.1421963650501374,0.3192499999999999,0.465,0.16541851140955,-1.5763466825111907,0.1115625,0.00940059007456447,0.006999999999999999,0.131,0.091,0.0125345625,3.3426255979370865,0.012750000000000011,0.04000000000000001,-0.05807072541957055,-0.457296778055325,-0.02925,0.02951588555337617,0.013,0.021,-0.089,0.0017267499999999998,3.312078845889343,0.0315,0.11,-0.08842382347588981,-0.3432529633527026,97.0,128.0,3.2,4.233,1.0
0.22071875,0.127133599604658,0.076,0.459,-0.006,0.06487971875000001,3.2712624197132243,0.14975,0.465,-0.0012628720897750665,-0.6037682639477477,0.1195,0.01698528775146303,0.013000000000000005,0.153,0.091,0.014568750000000002,3.2714929815837177,0.02525000000000001,0.062,0.36028733483965686,-0.7819512568745886,-0.0325,0.029962476533157267,0.008,0.021,-0.089,0.001954,3.2987384692258677,0.034,0.11,0.21877126818558099,-0.4624617330944547,113.0,144.0,3.733,4.767,1.0
0.2034375,0.07944177801226507,0.048,0.334,0.012,0.0476978125,3.3520021446135555,0.08625,0.322,-0.6117291044257563,0.14791441209909273,0.13309375,0.009560201929744997,0.007500000000000007,0.153,0.118,0.01780534375,3.23994518770522,0.015250000000000014,0.035,0.35479529744620225,-0.8090811281354013,-0.0379375,0.0062596800038021115,0.0045000000000000005,-0.026,-0.048,0.0014784375,3.2294711113587535,0.008749999999999994,0.022000000000000002,0.05591778090906386,-1.0013793249301208,129.0,160.0,4.267,5.3,1.0
0.10565625000000001,0.1220710882475351,0.09849999999999999,0.334,-0.08,0.02606459375,3.212143749269312,0.17775000000000002,0.41400000000000003,0.16945351639147227,-1.147820489431231,0.13337500000000002,0.012628712325490671,0.008500000000000008,0.16,0.115,0.017948375000000003,3.2057609180863023,0.016500000000000015,0.045,0.4949660436260812,-0.4948586307137788,-0.032343750000000004,0.006894786866720392,0.004999999999999999,-0.023,-0.048,0.00109365625,3.3320074713657712,0.008750000000000004,0.025,-0.7151602550994992,-0.18971292586939104,145.0,176.0,4.8,5.833,1.0
0.0645625,0.1001373860940558,0.07,0.255,-0.08,0.0141958125,3.202373512068984,0.1695,0.335,0.4643292703589186,-0.9387541257045244,0.14871875,0.02160762940346534,0.017,0.186,0.115,0.02258415625,3.2095472464026873,0.03375,0.071,-0.09098423123229858,-1.1943107357640952,-0.024593749999999998,0.011274582517215439,0.006500000000000001,-0.003,-0.048,0.00073196875,3.331208507137644,0.0115,0.045,0.1435904795901174,-0.3753667300578791,161.0,192.0,5.333,6.367,1.0
