mean_x,std_x,mad_x,max_x,min_x,energy_x,entropy_x,iqr_x,range_x,skewness_x,kurtosis_x,mean_y,std_y,mad_y,max_y,min_y,energy_y,entropy_y,iqr_y,range_y,skewness_y,kurtosis_y,mean_z,std_z,mad_z,max_z,min_z,energy_z,entropy_z,iqr_z,range_z,skewness_z,kurtosis_z,frame_in,frame_out,timestamp_in,timestamp_out,label
-0.3625,0.032289704241445144,0.03150000000000003,-0.307,-0.41,0.13244887500000002,3.1943831182134197,0.06274999999999997,0.10299999999999998,0.08542915648136051,-1.3589894371869171,0.25071875,0.028682784879392374,0.018000000000000016,0.292,0.193,0.06368259374999999,3.3012965857002685,0.04125000000000001,0.09899999999999998,-0.5970487547633418,-0.7278622466276832,0.045375,0.05864338730837433,0.0275,0.113,-0.063,0.0054979375,3.2585955409596874,0.09,0.176,-0.7863143123733386,-0.9397225752149305,1.0,32.0,0.0,1.033,0.0
-0.341125,0.019648075605514136,0.019000000000000017,-0.307,-0.369,0.1167523125,3.1788166059574063,0.03824999999999995,0.062,0.15754874264252486,-1.371985068327792,0.279625,0.01204094576850173,0.009499999999999953,0.303,0.254,0.078335125,3.3302726391285935,0.013499999999999956,0.04899999999999999,-0.22821284417940502,-0.4437751052292822,0.08778125,0.014229666139354781,0.008000000000000007,0.113,0.054,0.00790803125,3.3479098238383087,0.01525,0.059000000000000004,-0.615836189868665,0.07066171774083285,17.0,48.0,0.533,1.567,0.0
-0.259625,0.12404352814637287,0.04199999999999998,0.057,-0.369,0.0827919375,2.881068041981375,0.14699999999999996,0.426,1.2129222568329323,0.17275180442781934,0.27515625,0.023246114426662787,0.01050000000000001,0.303,0.213,0.07625134374999999,3.3710455707358715,0.02774999999999994,0.09,-1.1106032568679465,0.25428491851700397,0.09825,0.025787593916455256,0.015,0.136,0.03,0.010318062499999999,3.3757508202432946,0.03249999999999999,0.10600000000000001,-0.4840777401882502,0.1544437485866923,33.0,64.0,1.067,2.1,0.0
-0.0055625000000000015,0.19272631785449024,0.1085,0.187,-0.351,0.037174375,3.2630303559727096,0.36175,0.538,-0.5107932262777395,-1.3428655872231867,0.21603125,0.05348567820863357,0.05150000000000002,0.299,0.15,0.049530218749999994,3.0697346623593686,0.09999999999999998,0.149,0.18693431342952846,-1.4676257138673425,0.04209375,0.06763845031442915,0.049,0.136,-0.033,0.00634684375,2.99940187477363,0.14275,0.169,0.26620013754505617,-1.691721833546012,49.0,80.0,1.6,2.633,0.0
0.14278124999999997,0.028638625987248412,0.0245,0.187,0.091,0.021206656249999997,3.284763735724253,0.048250000000000015,0.096,0.004059054227074682,-1.1651260910218209,0.1735625,0.014809071333139023,0.0040000000000000036,0.211,0.15,0.03034325,3.2222441446119814,0.01874999999999999,0.061,0.20923712931165933,-0.01823087738031326,-0.01434375,0.009923486581716125,0.0055,0.01,-0.033,0.00030421875,3.2976234368123585,0.01475,0.043000000000000003,-0.0186116346333708,-0.5217555840287509,65.0,96.0,2.133,3.167,0.0
0.0965,0.02807467720206236,0.027499999999999997,0.142,0.051,0.0101004375,3.2346898446290986,0.04825,0.091,-0.03672788879506048,-1.3553982024131304,0.17562499999999998,0.0038790301622957245,0.0030000000000000027,0.182,0.168,0.0308591875,3.320711457060983,0.007249999999999979,0.013999999999999985,0.07890497200311992,-1.272457888930946,-0.009000000000000001,0.003344772040064913,0.001,-0.003,-0.017,9.218750000000001e-05,3.341639887137049,0.003,0.014000000000000002,-0.8818898971464175,0.49901688461658456,81.0,112.0,2.667,3.7,0.0
0.0550625,0.02091043026219212,0.016499999999999997,0.09,0.011,0.003469125,3.333318684677088,0.036,0.079,-0.0932457637893134,-0.853101859432237,0.1706875,0.002142392062625316,0.001999999999999974,0.174,0.167,0.029138812500000003,3.266453513360703,0.003250000000000003,0.0069999999999999785,0.04662714111201785,-1.2229403349932013,-0.0027500000000000003,0.008660254037844387,0.006,0.02,-0.017,8.256250000000001e-05,3.2578112958309307,0.01025,0.037000000000000005,0.5026555781132179,0.004968750000000188,97.0,128.0,3.2,4.233,0.0
0.01553125,0.025220260177831234,0.0215,0.059,-0.016,0.00087728125,3.0988488082079417,0.0475,0.075,0.24486486243116531,-1.5013879521801394,0.16540625,0.004992866004360625,0.0025000000000000022,0.173,0.155,0.027384156250000007,3.3087301439429506,0.007000000000000006,0.017999999999999988,-0.7912232285174451,-0.6316538656690609,0.02915625,0.02715477556411579,0.022,0.068,-0.001,0.0015874687500000001,2.9915050470154045,0.057249999999999995,0.069,0.2800813789771321,-1.62365754785469,113.0,144.0,3.733,4.767,0.0
-0.01809375,0.015025726635923468,0.006999999999999999,0.006,-0.048,0.00055315625,3.290931585534027,0.01675,0.054,-0.6807047029641738,-0.49507275185026867,0.16121875000000002,0.004044551697963574,0.0025000000000000022,0.17,0.155,0.026007843750000002,3.238769901579448,0.005250000000000005,0.015000000000000013,0.5125356630976582,-0.5965348237446997,0.06775,0.018976959714348342,0.0085,0.107,0.026,0.0049501875,3.3335039825695674,0.01725,0.081,-0.33762100085264796,0.09495824840024225,129.0,160.0,4.267,5.3,0.0
-0.08596875000000001,0.07899188422513734,0.034,-0.01,-0.287,0.01363034375,3.3562948415720903,0.084,0.27699999999999997,-1.2461730328055007,0.4265910855361583,0.19306250000000003,0.044194129629963295,0.012499999999999983,0.286,0.157,0.039226250000000004,2.7572514131021157,0.05499999999999999,0.12899999999999998,1.0678055892627472,-0.4552016329247133,0.2009375,0.1579891090985388,0.044,0.572,0.069,0.0653364375,2.7741869563135535,0.22099999999999997,0.5029999999999999,1.0448456734959968,-0.3282216410550842,145.0,176.0,4.8,5.833,0.0
